title,address,area,bedrooms,bathrooms,price,floors,street
"Bán nhà Quang trung hà đông 35m2-4,5 tầng- 5.x tỷ","Quận Hà Đông, Hà Nội",35 m2,4 PN,3 WC,5 tỷ 900 triệu,5,Quang Trung
Bán 50m2 phân lô vỉa hè chân victoria văn phú 5m mặt tiền 14 tỷ có TL,"Quận Hà Đông, Hà Nội",50 m2,1 PN,1 WC,14 tỷ,14,Văn Phú
"Bán ngô quyền hà đông 32m2, ô tô đỗ, 5 tầng nhỉnh 6 tỷ","Quận Hà Đông, Hà Nội",32 m2,3 PN,3 WC,6 tỷ,5,Ngô Quyền
Trung Tâm-Oto đỗ cửa-Gần Phố-An Sinh-Tiện Ích-An Ninh Tốt-Dân Trí Cao-,"Quận Hà Đông, Hà Nội",45 m2,3 PN,2 WC,7 tỷ 300 triệu,,
"Nhà Mới ,KD Bất Chấp,Thiết kế HIỆN ĐẠI,OTO Tránh,vào nhà,MT khủng","Quận Hà Đông, Hà Nội",35 m2,4 PN,3 WC,7 tỷ 300 triệu,,
"Lô góc, gara, mới tinh, thang máy, ôtô tránh, kd, 4 ngủ, mậu lương:","Quận Hà Đông, Hà Nội",58 m2,6 PN,5 WC,11 tỷ 500 triệu,,Mậu Lương
"CC, gần Yên Nghĩa, xe tải tránh, 4 tầng, 320m2 , kinh doanh, lô góc","Quận Hà Đông, Hà Nội",52 m2,5 PN,3 WC,4 tỷ 250 triệu,4,Yên Nghĩa
"Bán  32m2, 3 tầng 2.5 tỷ. Hà Đông","Quận Hà Đông, Hà Nội",30 m2,3 PN,3 WC,2 tỷ 500 triệu,3,
"Bán nhà Chợ Chim Yên Phúc Văn Quán Hà Đông 35m2,4T,ở ngay,ngõ nông.","Quận Hà Đông, Hà Nội",35 m2,4 PN,3 WC,5 tỷ 950 triệu,4,Chợ
"Bán chung cư Bình Vương, Quang Trung, Hà Đông, View Đẹp, 91m, giá 4 ty","Quận Hà Đông, Hà Nội",92 m2,2 PN,2 WC,405.000 đ,4,Quang Trung
"Bán nhà lô góc trục chính kinh doanh trung tâm phường Phú Lương,Hà Đôn","Quận Hà Đông, Hà Nội",53 m2,3 PN,2 WC,5 tỷ 500 triệu,,Phú Lương
"Bán Nhà,Phố Nguyễn Thái Học,Quang Trung,Hà Đông 21m2*4 tầng*giá 4.9 tỷ","Quận Hà Đông, Hà Nội",21 m2,2 PN,2 WC,4 tỷ 890 triệu,4,Nguyễn Thái Học
"Bán Nhà, Phố Phan Đình Giót, Quang Trung, Hà Đông 34m2*5 tầng","Quận Hà Đông, Hà Nội",34 m2,3 PN,3 WC,6 tỷ 800 triệu,5,Phan Đình Giót
"Bán nhà nguyên căn tại đa sỹ, hà đông, giá 5,85 tỷ , 4 tầng diện tích","Quận Hà Đông, Hà Nội",136 m2,4 PN,3 WC,5 tỷ 850 triệu,85,Đa Sỹ
Cần bán nhà Phố Yên Phúc - Hà Đông,"Quận Hà Đông, Hà Nội",82 m2,5 PN,3 WC,12 tỷ,,Yên Phúc
"Nhà Cầu Đơ 3 - Hà Đông 47m*5t cách đường Quang Trung 50m,LG CHỈ 10 tỷ","Quận Hà Đông, Hà Nội",47 m2,7 PN,6 WC,10 tỷ,5,Quang Trung
Bán căn biệt thự khu đô thị làng Việt Kiều Châu Âu,"Quận Hà Đông, Hà Nội",152 m2,4 PN,4 WC,25 tỷ,,Làng Việt Kiều Châu Âu
Tòa CCMN ga Văn Quán lô góc 95m2 7T 20PKK cực đẹp giá 15 tỷ,"Quận Hà Đông, Hà Nội",95 m2,20 PN,20 WC,15 tỷ,7,Văn Quán
CCMN Ô TÔ TRÁNH VỈA HÈ 120M2 9T 45PKK doanh thu 2 TỶ/NĂM giá chỉ 30 tỷ,"Quận Hà Đông, Hà Nội",120 m2,45 PN,45 WC,30 tỷ,9,
"Bán tòa CCMN Văn Quán 7T 90M2 22PKK NGÕ NÔNG RỘNG, giá chỉ 11.5 TỶ","Quận Hà Đông, Hà Nội",90 m2,22 PN,22 WC,11 tỷ 500 triệu,7,Văn Quán
CC bán tòa CHDV Chiến Thắng Ô TÔ ĐỔ CỬA 75M2 8T 20PKK giá chỉ 11.5 tỷ,"Quận Hà Đông, Hà Nội",75 m2,20 PN,20 WC,11 tỷ 500 triệu,8,Chiến Thắng
"Bán gấp nhà MỖ LAO 40M2 6 tầng 7PN Ô TÔ GẦN HỒ, CÔNG VIÊN giá chỉ 7 tỷ","Quận Hà Đông, Hà Nội",40 m2,7 PN,5 WC,7 tỷ,6,Mỗ Lao
Hơn 6 tỷ có CCMN cạnh ga Văn Quán 45m2 6T 10PKK doanh thu 500tr/năm,"Quận Hà Đông, Hà Nội",45 m2,10 PN,9 WC,6 tỷ,6,Văn Quán
Bán LK KĐT Xa La 5 tầng 80m2 vị trí kinh doanh sầm uất giá chỉ 11.2 tỷ,"Quận Hà Đông, Hà Nội",80 m2,4 PN,4 WC,11 tỷ 200 triệu,5,Xa La
Bán tòa CCMN cạnh công viên Văn Quán 60m2 14PKK giá chỉ 8 tỷ,"Quận Hà Đông, Hà Nội",60 m2,14 PN,14 WC,8 tỷ,8,Văn Quán
Bán tòa CCMN 40PKK doanh thu mỗi năm gần 2 tỷ giá chỉ 16 tỷ,"Quận Hà Đông, Hà Nội",110 m2,40 PN,40 WC,16 tỷ,2,
CHDV MỖ LAO lô góc ô tô đỗ cửa 106M2 6T 19PKK đầy đủ PCCC giá 15 tỷ,"Quận Hà Đông, Hà Nội",106 m2,19 PN,19 WC,15 tỷ,6,Mỗ Lao
Chính chủ bán Biệt thự đường đôi KĐT Xa La 225m2 mt 11m giá 25.6 tỷ,"Quận Hà Đông, Hà Nội",225 m2,6 PN,6 WC,25 tỷ 600 triệu,6,Xa La
Bán gấp tòa CCMN Văn Quán lô góc 80m2 x 7T 18PKK giá chỉ 12.3 tỷ,"Quận Hà Đông, Hà Nội",80 m2,18 PN,17 WC,12 tỷ 300 triệu,7,Văn Quán
Bán gấp CCMN gần hồ VĂN QUÁN 8T 70M2 21PKK đầy đủ PCCC giá hơn 10 TỶ,"Quận Hà Đông, Hà Nội",70 m2,21 PN,21 WC,10 tỷ,8,Văn Quán
CCMN cạnh trường ĐH Sư phạm 106M2 lô góc 3 thoáng ô tô đỗ cửa giá 15tỷ,"Quận Hà Đông, Hà Nội",106 m2,20 PN,20 WC,15 tỷ,3,
Chính chủ bán Biệt thự đường đôi Xa La 225m2 MT 11m giá chỉ 25.6 tỷ,"Quận Hà Đông, Hà Nội",225 m2,6 PN,6 WC,25 tỷ 600 triệu,6,Xa La
Bán CCMN Văn Quán 8 tầng 45m2 14PKK giá chỉ 6.5 tỷ,"Quận Hà Đông, Hà Nội",45 m2,14 PN,14 WC,6 tỷ 500 triệu,8,Văn Quán
Bán CCMN Văn Quán cực đẹp 100m2 8T 28PKK giá chỉ 14 tỷ,"Quận Hà Đông, Hà Nội",100 m2,28 PN,28 WC,14 tỷ,8,Văn Quán
Cực hiếm CCMN VĂN QUÁN 90M2 7T 23PKK giá đầu tư chỉ 11.5 tỷ,"Quận Hà Đông, Hà Nội",90 m2,23 PN,23 WC,11 tỷ 500 triệu,7,Văn Quán
CC bán CCMN Mỗ Lao ngõ nông 2 mặt thoáng 50m2 6T 10PKK giá 7 tỷ,"Quận Hà Đông, Hà Nội",50 m2,10 PN,10 WC,7 tỷ,6,Mỗ Lao
Bán tòa CHDV Mỗ Lao Ô TÔ TRÁNH VỈA HÈ 100M2 8 Tầng giá chỉ 23.5 tỷ,"Quận Hà Đông, Hà Nội",100 m2,25 PN,25 WC,23 tỷ 500 triệu,8,Mỗ Lao
Bán KIOS KINH DOANH tại CT6 Xa La 40M2 giá chỉ 1.79 TỶ,"Quận Hà Đông, Hà Nội",40 m2,1 PN,1 WC,1 tỷ 790 triệu,79,Xa La
Tòa CCMN ô tô tránh vỉa hè 120m2 9t 45PKK dt 2 tỷ/năm giá 27 tỷ,"Quận Hà Đông, Hà Nội",120 m2,45 PN,45 WC,27 tỷ,9,
"CHDV Văn Quán 2 thoáng, khu phân lô ô tô tránh vỉa hè 100M2 7T 22PKK","Quận Hà Đông, Hà Nội",100 m2,22 PN,22 WC,20 tỷ,2,Văn Quán
CCMN cạnh hồ Văn Quán lô góc 85m2 x7T 24PKK đầy đủ PCCC giá 16 tỷ,"Quận Hà Đông, Hà Nội",85 m2,24 PN,24 WC,16 tỷ,7,Văn Quán
CCMN đối diện trường ĐH Kiến Trúc lô góc ô tô đỗ cửa 100m2 6T 20PKK,"Quận Hà Đông, Hà Nội",100 m2,20 PN,20 WC,15 tỷ,6,
Tòa CHDV Văn Quán Ô TÔ TRÁNH VỈA HÈ 100M2 MT 6m 7T giá hơn 20 TỶ,"Quận Hà Đông, Hà Nội",100 m2,22 PN,22 WC,20 tỷ,7,Văn Quán
"Bán căn hộ 35m2, mặt tiền 3.2m - khu yên nghĩa, hà đông - 3.1 tỷ chốt","Quận Hà Đông, Hà Nội",35 m2,0 PN,0 WC,3 tỷ 100 triệu,1,Yên Nghĩa
"Bán nhà VĂN QUÁN, MT 6.2, TRƯỚC NHÀ 3 Ô TÔ TRÁNH. GIÁ 8x tỷ","Quận Hà Đông, Hà Nội",35 m2,2 PN,3 WC,8 tỷ 900 triệu,,Văn Quán
"Bán nhà Liền Kề Mậu Lương, 60m2, 7 tầng, có thang máy","Quận Hà Đông, Hà Nội",60 m2,6 PN,5 WC,14 tỷ 500 triệu,7,Mậu Lương
"Bán nhà khu vực la khê, hà đông quanh vòng xuyến lê trọng tấn, 4","Quận Hà Đông, Hà Nội",50 m2,4 PN,2 WC,13 tỷ 500 triệu,,Lê Trọng Tấn
"#Siêu hiếm #Mộ Lao Hà Đông Nhà gần hồ View Biệt thự, trước nhà 2 Ô tô","Quận Hà Đông, Hà Nội",35 m2,2 PN,2 WC,9 tỷ 950 triệu,,
"Chỉ  𝟔.𝐱 𝘁𝘆̉, sở hữu ngay 𝗻𝗵𝗮̀ 𝗼̛̉ 𝗩𝗶𝗽 - Hà Nội","Quận Hà Đông, Hà Nội",45 m2,4 PN,3 WC,6 tỷ 300 triệu,,
Bán nhà chính chủ diện tích 40m2 tại đường Ngô Quyền,"Quận Hà Đông, Hà Nội",40 m2,4 PN,2 WC,7 tỷ 990 triệu,2,Ngô Quyền
"NHÀ Phố Phan Đình Giót - Ô tô ĐỖ CỬA, Giá siêu TỐT!!","Quận Hà Đông, Hà Nội",40 m2,5 PN,4 WC,6 tỷ,,Phan Đình Giót
"Bán Nhà Vạn Phúc -Hà Đông 34m2 x4T.MT 3m,Hướng TB giá 6,2 tỷ Lh.097808","Quận Hà Đông, Hà Nội",34 m2,3 PN,3 WC,6 tỷ 199 triệu,4,Vạn Phúc
"Bán nhà Mậu Lương -kiến hưng -Hà Đông 31m2 x4,5T .Hướng Tây bắc.","Quận Hà Đông, Hà Nội",31 m2,3 PN,3 WC,6 tỷ 300 triệu,5,Kiến Hưng
Bán Nhà Văn Quán -Hà Đông 30m2 x 5T nở Hậu rất đẹp giá.Hướng Tây Nam.,"Quận Hà Đông, Hà Nội",30 m2,3 PN,3 WC,6 tỷ 650 triệu,5,Văn Quán
"Quận Hà Đông, Khu đô thị Văn Khê, Phân lô ô tô tránh, gara ô tô, đối d","Quận Hà Đông, Hà Nội",82 m2,5 PN,5 WC,22 tỷ 600 triệu,,Văn Khê
"Ra phố Mậu Lương, Hà Đông chỉ 50m, DT 42m2, MT 3,6m, Ô Tô qua nhà, ngõ","Quận Hà Đông, Hà Nội",42 m2,1 PN,1 WC,6 tỷ 300 triệu,,Mậu Lương
"Chỉ 100m ra phố Quang Trung, HĐ, 39m2, 4 tầng, 2 mặt ngõ, Giá Đầu tư","Quận Hà Đông, Hà Nội",39 m2,4 PN,3 WC,4 tỷ 100 triệu,4,Quang Trung
"Bán Nhà La Khê, HĐ, cách Quang Trung 100m, DT 56m2, 3 tầng, Giá hơn 5T","Quận Hà Đông, Hà Nội",56 m2,4 PN,3 WC,5 tỷ 500 triệu,3,Quang Trung
"Cần bán nhà Phú Lương Hà Đông, diện tích 30m2, 5 tầng","Quận Hà Đông, Hà Nội",30 m2,5 PN,4 WC,4 tỷ 250 triệu,5,Phú Lương
"Bán nhà Yên Nghĩa, nhà đẹp, ở ngay, 4.x tỉ (đầy đủ nội thất)","Quận Hà Đông, Hà Nội",30 m2,3 PN,2 WC,4 tỷ 250 triệu,,Yên Nghĩa
"Siêu hiếm chân cầu mậu lương lô góc gần chung cư hemmico xala
vị trí","Quận Hà Đông, Hà Nội",33 m2,3 PN,4 WC,5 tỷ 150 triệu,,Mậu Lương
Vợ chồng em cần bán nhà mậu lương ở luôn kinh doanh tốt sinh lời luôn,"Quận Hà Đông, Hà Nội",45 m2,3 PN,4 WC,4 tỷ,,Mậu Lương
Cần tiền đầu tư chính chủ cần bán nhà đất mậu lương 32m2 lô góc,"Quận Hà Đông, Hà Nội",32 m2,3 PN,4 WC,5 tỷ 200 triệu,,Đất
"Bán biệt thự Văn Phú, Hà Đông 184m, 3 tầng,giá 27 tỷ","Quận Hà Đông, Hà Nội",184 m2,8 PN,8 WC,27 tỷ,3,Văn Phú
"Bán nhà 5 tầng ô tô con có thể vào trươc cửa - 5,9 tỷ","Quận Hà Đông, Hà Nội",31 m2,5 PN,4 WC,5 tỷ 900 triệu,5,
"🏚️ B.á.n N.h.à, Đồng Mai, Hà Đông + DT: 51m2, 4T, MT: 6m 💰 4,5 Tỷ MẶ","Quận Hà Đông, Hà Nội",51 m2,4 PN,3 WC,4 tỷ 500 triệu,4,
Cực phẩm Phố Lụa🔥🔥 Nhà đẹp- 42m- giá chỉ 5.3 tỷ ( Có thương lượng),"Quận Hà Đông, Hà Nội",42 m2,3 PN,2 WC,5 tỷ 300 triệu,3,Lụa
Hàng hiếm Thanh Bình🔥🔥 Nhà đẹp 4 tầng - Giá 5.3 Tỷ( Có thương lượng),"Quận Hà Đông, Hà Nội",32 m2,3 PN,2 WC,5 tỷ 300 triệu,4,Thanh Bình
Mua đất tặng nhà 5 tầng+ Full nội thất - Giá 6.2 tỷ ( có thương lượng),"Quận Hà Đông, Hà Nội",32 m2,3 PN,2 WC,6 tỷ 200 triệu,5,Đất
"Siêu phẩm lên sóng -5 tầng- 5m ra phố- giá 5,8 tỷ ( Có thương lượng)","Quận Hà Đông, Hà Nội",38 m2,3 PN,2 WC,5 tỷ 800 triệu,5,
Bán nhà Vạn Phúc 45m - Mặt tiền ( 5m)- Ô Tô qua nhà- 3 bước ra phố,"Quận Hà Đông, Hà Nội",45 m2,3 PN,2 WC,7 tỷ 300 triệu,,Vạn Phúc
(Siêu phẩm) chỉ cách quý A/C khách hàng đúng 1 cuộc điện thoại,"Quận Hà Đông, Hà Nội",38 m2,4 PN,3 WC,7 tỷ 500 triệu,,
Nhà đẹp - Ở ngayy- A/c hãy nhanh tay để có ngay Em hoa hậu phố🤩🔥🔥,"Quận Hà Đông, Hà Nội",32 m2,3 PN,3 WC,4 tỷ 900 triệu,,
Cực Phẩm Cầu Am -42m- 4 tầng - giá chỉ 6.1 tỷ ( Có thương lượng),"Quận Hà Đông, Hà Nội",42 m2,3 PN,3 WC,6 tỷ 100 triệu,4,Cầu Am
"VIP Tòa Nhà 9 Tầng - 78m, MT5m, MP Vạn Phúc - Tố Hữu, Giá 34 Tỷ","Quận Hà Đông, Hà Nội",78 m2,9 PN,9 WC,34 tỷ,9,Vạn Phúc
"Bán Nhà Mậu Lương,Kiến Hưng,Nhà Đẹp,Dân Xây,ÔTô Đỗ Cổng,DT 48m2 Giá 4x","Quận Hà Đông, Hà Nội",48 m2,4 PN,4 WC,4 tỷ 900 triệu,,Kiến Hưng
"Biệt thự Liền kề galaxy Vạn Phúc 108m2-LÔ GÓC- MT 23m,2m 6 tầng 26 tỷ","Quận Hà Đông, Hà Nội",108 m2,4 PN,6 WC,26 tỷ,6,Vạn Phúc
"Bán nhà KĐT Văn Khê, Hà Đông 106m2x6T MT23m Thang máy, Lô góc,","Quận Hà Đông, Hà Nội",106 m2,6 PN,6 WC,29 tỷ 999 triệu,6,Văn Khê
Bán Biệt Thự mặt Phố Nguyễn Văn Lộc-Hà Đông –Vị Trí Siêu Kinh Doanh,"Quận Hà Đông, Hà Nội",153 m2,5 PN,5 WC,44 tỷ 999 triệu,,Nguyễn Văn Lộc
"Bán  Gấp Mảnh Đất Vàng - MẶT PHỐ LÊ TRỌNG TẤN 100 M2 MẶT TIỀN 8,2M","Quận Hà Đông, Hà Nội",100 m2,0 PN,0 WC,30 tỷ,,Đất
Phân lô vỉa hè_mặt tiền tiêu chuẩn_chủ thiện chí bán,"Quận Hà Đông, Hà Nội",50 m2,5 PN,3 WC,13 tỷ 500 triệu,,
"🌟bán nhà mậu lương, gàn trường học, bệnh viện: 31M2-3","Quận Hà Đông, Hà Nội",31 m2,2 PN,2 WC,4 tỷ 200 triệu,,Mậu Lương
🌹🌹  B.Á.N NHÀ PHỐ #Dương Lâm #Hà Đông ♦️NHÀ MỚI KHU DÂN TRÍ CAO   💥,"Quận Hà Đông, Hà Nội",35 m2,4 PN,3 WC,5 tỷ 200 triệu,,
"Hiếm, Nhà lô góc, Ôtô 7 chỗ, Phùng Hưng, Phúc La, Hà Đông chỉ 7.95 Tỷ","Quận Hà Đông, Hà Nội",40 m2,4 PN,3 WC,7 tỷ 950 triệu,95,Phùng Hưng
"Siêu Phẩm, Cầu Đơ 5, Trước Nhà Container Đỗ, Thang máý chờ","Quận Hà Đông, Hà Nội",51 m2,4 PN,3 WC,9 tỷ 500 triệu,,
"Cực phẩm, Nhà Lê Quý Đôn, Nguyễn Trãi, Hà Đông, Đường Ô tô đỗ cửa","Quận Hà Đông, Hà Nội",47 m2,2 PN,2 WC,7 tỷ 400 triệu,,Lê Quý Đôn
"🏆Siêu rẻ, Ôtô vào Nhà, Bà Triệu, Hà Cầu, Hà Đông, 80m2 chỉ 12.3 tỷ 🍀","Quận Hà Đông, Hà Nội",80 m2,3 PN,2 WC,12 tỷ 300 triệu,3,Bà Triệu
"Cực hiếm, Nhà phân lô Ô tô Tránh, Thanh Bình, Mộ Lao, Hà Đông","Quận Hà Đông, Hà Nội",63 m2,3 PN,2 WC,11 tỷ 200 triệu,,Thanh Bình
"SIÊU PHẨM Nguyễn Khuyến, Hà Đông–120m2, 7T,TM, Gara ÔTÔ, KD–Chỉ 21.5Tỷ","Quận Hà Đông, Hà Nội",120 m2,10 PN,10 WC,21 tỷ 500 triệu,7,Nguyễn Khuyến
"Bán đất 64m2, mặt tiền 4m tại Đồng Mai, Hà Đông","Quận Hà Đông, Hà Nội",64 m2,1 PN,1 WC,3 tỷ 500 triệu,,Đất
"Siêu hiếm nhà mặt phố Nguyễn Khuyến-Văn Quán,dt 75m2x5t, nhỉnh 26 tỷ","Quận Hà Đông, Hà Nội",75 m2,6 PN,5 WC,28 tỷ 500 triệu,5,Văn Quán
"Bán nhà 2 tầng đẹp ở ngay tại cầu đơ 1, lên tầng thoải mái; 4,35 tỷ.","Quận Hà Đông, Hà Nội",34 m2,2 PN,2 WC,4 tỷ 350 triệu,2,Cầu Đơ 1
"Bán nhà Trần Phú Hà Đông, gần KĐT Văn Quán. 5 tầng lô góc, 31m, 4.8 tỷ","Quận Hà Đông, Hà Nội",31 m2,3 PN,4 WC,4 tỷ 800 triệu,5,Văn Quán
"Bán nhà 50m2, 5 tầng khu đấu giá Kiến Hưng, Hà Đông, gara oto,  8.8 tỷ","Quận Hà Đông, Hà Nội",50 m2,6 PN,7 WC,8 tỷ 800 triệu,5,Kiến Hưng
"Bán nhà Quang Trung, gần BX Yên Nghĩa, dt 34mx4T, ô tô gần nhà, 3.5 tỷ","Quận Hà Đông, Hà Nội",34 m2,3 PN,3 WC,3 tỷ 500 triệu,4,Quang Trung
"Bán nhà Yên Lộ Yên Nghĩa Hà Đông, dt 36m, 4T, KĐT Đô Nghĩa, chỉ 3.8 tỷ","Quận Hà Đông, Hà Nội",36 m2,3 PN,4 WC,3 tỷ 800 triệu,4,Yên Nghĩa
"Bán nhà riêng tại Trần Phú Hà Đông, dt 52m2, 5T, giá 5.8 tỷ, gần ô tô","Quận Hà Đông, Hà Nội",52 m2,4 PN,4 WC,5 tỷ 800 triệu,5,Trần Phú
"HOT! Bán nhà đẹp Vũ Trọng Khánh quận Hà Đông 52m2, mt 4.4m, giá 6.9 tỷ","Quận Hà Đông, Hà Nội",52 m2,4 PN,4 WC,6 tỷ 900 triệu,9,
"Nhà Vạn Phúc – Hà Đông, ngã tư Vạn Phúc, sau Him Lam, 48m2, 5T, 8.8 tỷ","Quận Hà Đông, Hà Nội",48 m2,6 PN,5 WC,8 tỷ 800 triệu,5,Vạn Phúc
"Bán nhà riêng  đường Trần Phú – Hà Đông 71m2, 6T, thang máy, 14.5 tỷ","Quận Hà Đông, Hà Nội",71 m2,6 PN,6 WC,14 tỷ 500 triệu,6,Trần Phú
"Bán nhà gần chợ Mỗ Lao,Quận Hà Đông, DT 78m2, giá 7.88 tỷ","Quận Hà Đông, Hà Nội",78 m2,4 PN,4 WC,7 tỷ 880 triệu,88,Chợ
"Bán nhà tổ 15 Yên Nghĩa quận Hà Đông, dt 35m2, 5 tầng, giá 2.15 tỷ","Quận Hà Đông, Hà Nội",35 m2,3 PN,4 WC,2 tỷ 150 triệu,5,Yên Nghĩa
"Bán nhà khu phân lô Yên Nghĩa, Hà Đông, 40m2, giá 2.5 tỷ, mới ở ngay","Quận Hà Đông, Hà Nội",40 m2,3 PN,3 WC,2 tỷ 500 triệu,5,Yên Nghĩa
"Bán nhà mới xây gần KĐT Đô Nghĩa, ĐH Phenikaa, 46m2, 3T, nhỉnh 2 tỷ","Quận Hà Đông, Hà Nội",46 m2,3 PN,3 WC,2 tỷ 150 triệu,3,
"Bán nhà riêng tại phường Yên Nghĩa, Hà Đông, 45m2, giá 3 tỷ, ô tô cửa","Quận Hà Đông, Hà Nội",45 m2,3 PN,3 WC,3 tỷ,3,Yên Nghĩa
"Bán nhà Nông Quốc Chấn, Vạn Phúc, Hà Đông 50m2, 7T, Thang máy, KD đỉnh","Quận Hà Đông, Hà Nội",50 m2,6 PN,6 WC,15 tỷ 800 triệu,7,Vạn Phúc
"Bán nhà riêng Vạn Phúc, Hà Đông, dt 50m2, 5 tầng, ô tô vào nhà, 8.5 ỷ","Quận Hà Đông, Hà Nội",50 m2,6 PN,5 WC,8 tỷ 500 triệu,5,Vạn Phúc
"Nhà Vạn Phúc – Hà Đông, gần ngã tư Vạn Phúc, sau Him Lam, 48m2, 5 tầng","Quận Hà Đông, Hà Nội",48 m2,5 PN,4 WC,8 tỷ 800 triệu,5,Vạn Phúc
"căn duy nhất khu Simco Sông Đà, Vạn Phúc, Hà Đông DT 51m2, 5T, 8.9 tỷ","Quận Hà Đông, Hà Nội",51 m2,5 PN,5 WC,8 tỷ 900 triệu,5,Vạn Phúc
"Bán nhà riêng tại đường Thanh Bình Quận Hà Đông, 65m2, 5 tầng, mt 5m","Quận Hà Đông, Hà Nội",65 m2,6 PN,6 WC,9 tỷ 500 triệu,5,Thanh Bình
